AwardID,AwardTitle,Startdate,Enddate,AwardAmount,Type,Investigators,Institutions
1400887,"Fifth International Conference and School: Geometry, Dynamics, Integrable Systems -- GDIS 2014",4/1/14,3/31/15,30000,Standard Grant,Vladimir Dragovic;,University of Texas at Dallas
1400901,Facilities Support: SOPAC GNSS Infrastructure and Real-time Operations,7/1/14,6/30/18,75000,Continuing grant,Yehuda Bock;Jennifer Haase;,University of California-San Diego Scripps Inst of Oceanography
1400903,"Collaborative Research: Deep Drilling of Lake Junin, Peru: Continuous Tropical Records of Glaciation, Climate Change and Magnetic Field Variations Spanning the Late Quaternary",6/1/14,5/31/18,144000,Continuing grant,Joseph Stoner;,Oregon State University
1400905,"Connections between curves, automorphic forms, and L-functions",1/1/14,12/31/14,45000,Standard Grant,John Jones;,Arizona State University
1400906,CHS: Medium: Collaborative Research: Immediate Feedback to Support Learning American Sign Language through Multisensory Recognition,9/1/14,10/31/14,537997,Standard Grant,Matt Huenerfauth;,CUNY Queens College
1400911,NSF Postdoctoral Fellowship in Biology for FY 2014,9/1/14,8/31/17,207000,Fellowship,Sarah Supp;,Supp Sarah R
1400913,Dissertation Research: Dissecting the genetic basis of craniofacial variation in the threespine stickleback,6/1/14,5/31/16,18850,Standard Grant,William Cresko;Kristin Alligood;,University of Oregon Eugene
1400914,"Hindcasting the Ocean radiocarbon history of the past 25,000 years",7/1/14,6/30/16,168705,Standard Grant,Axel Timmermann;,University of Hawaii
1400919,PostDoctoral Research Fellowship,10/1/14,9/30/18,150000,Fellowship,Andrew Zimmer;,Zimmer Andrew M
1400926,PostDoctoral Research Fellowship,9/1/14,8/31/18,150000,Fellowship,Miles Wheeler;,Wheeler Miles H
1400934,PostDoctoral Research Fellowship,9/1/14,8/31/18,150000,Fellowship,Anand Oza;,Oza Anand U
1400941,"Workshop on ""Advances in Nonlinear Analysis''",3/1/14,2/28/15,24500,Standard Grant,Marta Lewicka;Mohammad Reza Pakzad;,University of Pittsburgh
1400942,Nanotechnology Education Workforce Development,7/1/14,6/30/16,199989,Standard Grant,Hailemichael Seyoum;Esther Ososanya;Tarak Bhar;Kate Klein;Bushra Noman;,University of the District of Columbia
1400943,Linear systems on fibrations,7/15/14,6/30/17,180000,Standard Grant,Vyacheslav Shokurov;,Johns Hopkins University
1400946,Research Initiation Award: Establishment of Pale Yellow Golden Pothos Plant-based Transgenic System for Studying Nuclear Genes Involved in Chloroplast Biogenesis,12/15/14,11/30/16,194651,Standard Grant,Jiahua Xie;,North Carolina Central University
1400957,"SusChEM/GOALI: Efficient Thermoelectricity with Low-cost Natural Minerals: a Synergistic Computational, Experimental, and Device Development Approach",6/1/14,5/31/18,380315,Standard Grant,Lilia Woods;George Nolas;Jeff Sharp;,University of South Florida
1400962,Research Initiation Award - Spatial and Temporal Modeling of Mercury Fate and Dynamics in Tennessee Watersheds,7/1/14,6/30/16,199999,Standard Grant,Maruthi Sridhar Balaji Bhaskar;,Texas Southern University
1400964,Manipulating Nanostructure During High-Speed Casting of Glassy Metals,7/1/14,6/30/17,400000,Standard Grant,Paul Steen;Shefford Baker;,Cornell University
1400967,Algebraic theory of integrable systems. Representations of affine superalgebras and mock theta functions,7/1/14,6/30/17,180000,Standard Grant,Victor Kac;,Massachusetts Institute of Technology
1400968,Decoding the Complex Cellular Information Flow by Multiplexed Chemosensing,9/1/14,8/31/17,116361,Continuing grant,Bo Sun;,Oregon State University
1400969,Research Initiation Award: Revealing the Structural Basis for Calprotectin-RAGE Signaling Axis,8/1/14,7/31/16,199996,Standard Grant,Steven Damo;,Fisk University
1400971,Travel Support for ICIAM 2015,9/1/14,8/31/15,208712,Standard Grant,James Crowley;,Society For Industrial and Applied Math (SIAM)
1400973,GOALI: Addressing Corn Stalk Breakage: An Engineering Approach to an Important Agronomical Problem,8/15/14,7/31/17,306156,Continuing grant,Brian Gardunia;Douglas Cook;,New York University
1400982,DISSERTATION RESEARCH: Exploring convergence within pitcher plant microcosms,6/1/14,5/31/16,21970,Standard Grant,Anne Pringle;Naomi Pierce;Leonora Bittleston;,Harvard University
1400985,GEM: Exploring the Relative Influence of Different Classes of Ion Outflow on the Coupled Dynamics of the Magnetosphere-Ionosphere-Thermosphere System,7/1/14,6/30/17,202121,Continuing grant,Michael Wiltberger;,University Corporation For Atmospheric Res
1400989,Weighing and measuring the Milky Way and other galaxies,9/1/14,8/31/17,89000,Fellowship,Robyn Sanderson;,Sanderson Robyn E
1400991,Research Initiation Award: Methanogenic Waste Digestion for Tetracycline Degradation,6/15/14,5/31/16,200000,Standard Grant,Andrew Sabalowsky;,Benedict College
1400993,Collaborative Research: Digitization TCN: InvertEBase: Reaching Back to See the Future: Species-rich Invertebrate Faunas Document Causes and Consequences of Biodiversity Shifts,9/1/14,8/31/18,195280,Standard Grant,Andrew Deans;,Pennsylvania State Univ University Park
1401008,Analytic theory of automorphic forms,9/1/14,8/31/17,132706,Standard Grant,Matthew Young;,Texas A&M University Main Campus
1401014,Dissertation Research: The role of gene duplication and symbiont association in the evolution of sea anemone venom,6/1/14,5/31/16,19687,Standard Grant,Marymegan Daly;Jason Macrander;,Ohio State University
1401016,Noncommutative Representation Theory,9/1/14,8/31/17,154001,Standard Grant,Sarah Witherspoon;,Texas A&M University Main Campus
1401026,Research Initiation Award: Role of Astrocytes in the Development of Synchronized Bursting Behavior in Neuronal Networks,7/1/14,6/30/16,200000,Standard Grant,Murali Temburni;,Delaware State University
1401035,Sharp inequalities for derivatives and potentials in the critical cases of the Sobolev embedding theorem,8/1/14,7/31/17,112765,Continuing grant,Carlo Morpurgo;,University of Missouri-Columbia
1401045,"2014 Colloidal Semiconductor Nanocrystals Gordon Research Conference, July 20-25, 2014",5/15/14,10/31/14,42000,Standard Grant,Emily Weiss;,Gordon Research Conferences
1401048,DISSERTATION RESEARCH: Do environmental constraints on photosynthetic symbionts alter the community structure of their fungal partners? A case study with canopy lichens.,6/1/14,5/31/16,10450,Standard Grant,Jessica Coyle;Allen Hurlbert;,University of North Carolina at Chapel Hill
1401049,SusChem: IUPAC: Sustainable Transition-Metal Catalysts for Radical Reactions,1/15/14,12/31/16,390000,Standard Grant,Jack Norton;,Columbia University
1401061,Doctoral Dissertation Research: Applying a Social Ecological Framework to Inmate Health,7/15/14,12/31/15,11994,Standard Grant,Joanne Belknap;Kathryn Nowotny;,University of Colorado at Boulder
1401062,Research Initiation Award: Development and Study of an Implicit Model for Rapid and Accurate Simulation of Hurricane Storm Surge,6/15/14,5/31/16,209403,Standard Grant,Muhammad Akbar;,Tennessee State University
1401063,"Development of clean, fast, and mild photochemical reactions to break C-N, C-O, and C-S bonds",8/1/14,7/31/17,375000,Standard Grant,Pengfei Wang;,University of Alabama at Birmingham
1401064,Doctoral Dissertation Research: Nations as Destinations: Tourist Sources as Local Fields of Global Production,6/1/14,2/28/15,9088,Standard Grant,Jeffrey Goldfarb;Tim Rosenkranz;,The New School
1401066,Research Initiation Award: Comparison of the Transcriptional Regulation of Genes Expressed in Drosophila Midline Glia and Trachea,8/15/14,7/31/16,200000,Standard Grant,Mark Melton;,Saint Augustine's College
1401070,DISSERTATION RESEARCH: Effects of Nutrient Enrichment and Salinization on the Fate and Persistence of Soil Organic Matter in Tidal Freshwater Wetlands,6/1/14,9/30/15,19503,Standard Grant,Christopher Craft;Ellen Herbert;,Indiana University
1401071,Financial Cryptography Conference Student Awards,12/1/13,11/30/15,10000,Standard Grant,Burton Rosenberg;Tyler Moore;,University of Miami
1401072,Lasers in Medicine and Biology: From Basic Science Discovery to Translational Applications,4/15/14,9/30/14,10000,Standard Grant,Stephen Boppart;,Gordon Research Conferences
1401075,Research Initiation Award: Life after death - The role and composition of the thanatomicrobiome in the decomposition of mammalian organs,7/1/14,6/30/16,200001,Standard Grant,Gulnaz Javan;,Alabama State University
1401077,Research Initiation Award: Development of New Halide-based Rare-Earth Scintillators,6/1/14,5/31/16,199844,Standard Grant,Ei Ei Brown;,Hampton University
1401082,DISSERTATION RESEARCH: Effects of nitrogen enrichment on multiple soil organic matter pools,6/1/14,5/31/16,19760,Standard Grant,Sarah Hobbie;Charlotte Riggs;,University of Minnesota-Twin Cities
1401091,Research Initiation Award: FKH-8 Control of Dopamine Signaling,8/1/14,7/31/16,199998,Standard Grant,Brian Nelms;,Fisk University
1401097,CSEDI Collaborative Research: Deep Mantle Cycling of Oceanic Crust,8/15/14,7/31/16,23558,Standard Grant,Michael Thorne;,University of Utah
1401110,NSF Postdoctoral Fellowship in Biology FY 2014,7/1/14,6/30/17,207000,Fellowship,Mercedes Burns;,Burns Mercedes M
1401113,Group and ring-like structures in Category Theory and applications to Algebraic Combinatorics,8/15/14,11/30/14,104828,Continuing grant,Marcelo Aguiar;,Texas A&M University Main Campus
1401118,Travel Support for the 12th ISBA World Meeting on Bayesian Statistics,6/1/14,5/31/15,15000,Standard Grant,Raquel Prado;Bruno Sanso;Gabriel Huerta;,University of California-Santa Cruz
1401122,Selmer groups and the arithmetic of modular symbols,6/1/14,5/31/17,179999,Standard Grant,Romyar Sharifi;,University of Arizona
1401123,PostDoctoral Research Fellowship,9/1/14,8/31/18,150000,Fellowship,Nike Sun;,Sun Nike
1401126,"Dynamics, Geometry, and K-Theory",7/1/14,6/30/17,126000,Standard Grant,Rufus Willett;,University of Hawaii
1401133,PostDoctoral Research Fellowship,9/1/14,8/31/18,150000,Fellowship,Kathryn Lindsey;,Lindsey Kathryn A
1401141,Doctoral Dissertation Research:Doctoral Dissertation Research: Hospitals' Choices and Environmental Pressures,9/1/14,8/31/15,12000,Standard Grant,Brian Gran;Cory Cronin;,Case Western Reserve University
1401143,"DISSERTATION RESEARCH: Invasion phylogeography of Borrelia burgdorferi, a tick-borne pathogen",6/1/14,5/31/15,21146,Standard Grant,Adalgisa Caccone;Maria Diuk-Wasser;Katharine Walter;,Yale University
1401145,KUMUNUJr 2014,3/1/14,2/29/16,6600,Standard Grant,Michael Brown;Jason Lutz;Mark Walker;,University of Nebraska-Lincoln
1401151,Issues of Continuous Quantum Measurements and Feedback Control,9/1/14,8/31/17,60000,Continuing grant,Juha Javanainen;,University of Connecticut
1401164,Collaborative Research: Temperature-Dependence of Atomic-Scale Friction,6/1/14,5/31/17,371237,Standard Grant,Robert Carpick;,University of Pennsylvania
1401165,NSF Postdoctoral Fellowship in Biology FY 2014,1/1/15,12/31/16,169056,Fellowship,Carly Kenkel;,Kenkel Carly D
1401176,Collaborative Research: Digitization TCN: InvertEBase: Reaching Back to See the Future: Species-rich Invertebrate Faunas Document Causes and Consequences of Biodiversity Shifts,9/1/14,8/31/18,308289,Standard Grant,John Feminella;Jason Bond;Charles Ray;,Auburn University
1401178,"Documenting Traditional Ecological Knowledge in the Sierra Nororiental de Puebla, Mexico, in Synchronic and Diachronic Perspectives",7/1/14,10/31/17,449942,Standard Grant,W. John Kress;Jonathan Amith;,Gettysburg College
1401188,Light Harvesting Nanocarbon-Sensitizer Hybrids,9/1/14,8/31/17,402000,Standard Grant,Francis D'Souza;,University of North Texas
1401190,Multidisciplinary STEM Solutions LSAMP Bridge to the Doctorate,5/1/14,4/30/16,987000,Standard Grant,Antonio Garcia;Carlos Castillo-Chavez;,Arizona State University
1401192,"Topology, Geometry and Physics",7/1/14,6/30/17,258215,Continuing grant,Clifford Taubes;,Harvard University
1401193,Understanding and Modifying the Band Structure of Nano-Graphene Ribbons,8/1/14,7/31/17,399881,Standard Grant,Edward Conrad;,Georgia Tech Research Corporation
1401194,Synchrotron Studies of Long Range Internal Stresses in Plastically Deformed Materials,9/1/14,8/31/17,205985,Standard Grant,Michael Kassner;,University of Southern California
1401204,Spectral theory of ergodic Schrodinger operators and related models,7/1/14,6/30/19,105274,Continuing grant,Svetlana Jitomirskaya;,University of California-Irvine
1401207,Noncommutative Algebraic Geometry and Noncommutative Invariant Theory,9/1/14,8/31/20,153445,Standard Grant,Chelsea Walton;,Massachusetts Institute of Technology
1401208,"Conference on Representation Theory and Related Topics, August 6-9, 2014",6/1/14,5/31/15,40000,Standard Grant,Kyu-Hwan Lee;Kailash Misra;,University of Connecticut
1401217,Collaborative research: Mio-Pliocene evolution of the Indian summer monsoon recorded in the Bengal Fan,7/1/14,6/30/16,226075,Standard Grant,Sarah Feakins;,University of Southern California
1401220,The Impact of Tropical/Extratropical Interaction on Atmospheric Teleconnections,5/1/14,4/30/17,656721,Standard Grant,Sukyoung Lee;Steven Feldstein;,Pennsylvania State Univ University Park
1401222,DISSERTATION RESEARCH: Evolutionary Responses of Plants to Urban Environments,6/1/14,5/31/15,19719,Standard Grant,Peter Tiffin;Mohamed Yakub;,University of Minnesota-Twin Cities
1401223,High Energy Physics Research at the CMS Experiment,5/15/14,4/30/17,306576,Continuing grant,Salvatore Rappoccio;,SUNY at Buffalo
1401224,"Topics in number theory, dynamical systems and discrete geometry",7/1/14,6/30/17,107295,Continuing grant,Jeffrey Lagarias;,University of Michigan Ann Arbor
1401227,Questions on Singularities and Adjoint Linear Systems,8/15/14,7/31/17,177000,Standard Grant,Mircea Mustata;,University of Michigan Ann Arbor
1401236,DISSERTATION RESEARCH: The Function and Evolution of Rapid Color Change as a Social Signal,8/1/14,7/31/16,19622,Standard Grant,Kevin McGraw;Russell Ligon;,Arizona State University
1401237,DISSERTATION RESEARCH: Validation of positive selection on gene regulation at the genome-wide scale,7/1/14,6/30/16,21822,Standard Grant,Pardis Sabeti;Dustin Griesemer;,Harvard University
1401242,Collaborative Research: Nuclear Reaction and Structure Studies with Radioactive and Stable Beams,9/1/14,8/31/17,125000,Standard Grant,Fred Becchetti;,University of Michigan Ann Arbor
1401259,SBIR Phase I: Mapping Driver Behavior: Toward an Active Safety Knowledge Base,6/15/13,7/31/14,79999,Standard Grant,Christopher Wilson;,Vehicle Data Science Corporation
1401260,"RAPID: Characterizing Sediment Mobilization and Landscape Response to the Combined Effects of Wildfire and Extreme Flooding along Fourmile Canyon, Front Range Colorado",11/15/13,10/31/14,15054,Standard Grant,William Ouimet;,University of Connecticut
1401265,eRulemaking Initiative,2/15/14,2/28/15,10000,Contract Interagency Agreement,Duncan Brown;,ENVIRONMENTAL PROTECTION AGENCY
1401266,Materials Discovery through Novel Nanocomposite Design,6/1/14,5/31/18,170880,Continuing grant,Xinghang Zhang;,Texas A&M Engineering Experiment Station
1401268,Universality and semi-classical behavior in 2+1 dimensional integrable systems and random matrices,8/15/14,7/31/17,119998,Standard Grant,Kenneth T-R McLaughlin;,University of Arizona
1401270,CSEDI Collaborative Research: Deep Mantle Cycling of Oceanic Crust,8/15/14,7/31/16,268717,Continuing grant,Edward Garnero;Sang-Heon Shim;Allen McNamara;,Arizona State University
1401280,Electrochemical Capture of CO2 and Instant Conversion into Syngas: A Combined Mechanistic and Engineering Approach,7/1/14,6/30/17,240492,Standard Grant,Kevin Huang;,University of South Carolina at Columbia
1401281,DISSERTATION RESEARCH: Fitness consequences of variation in parasite-mediated selection on outbreeding in a natural population,4/15/14,3/31/16,20276,Standard Grant,Curtis Lively;Amanda Gibson;,Indiana University
1401293,"""Research Initiation Award"" - The Genetic Code of Protein Molecules",6/15/14,5/31/16,199431,Standard Grant,Joseph Onyilagha;,University of Arkansas at Pine Bluff
1401299,DISSERTATION RESEARCH: Mycorrhizal mediated competition between producers and decomposers drives ecosystem carbon storage,6/1/14,5/31/16,20085,Standard Grant,Colin Averill;Christine Hawkes;,University of Texas at Austin
1401312,NSF Postdoctoral Fellowship in Biology for FY 2014,7/1/14,12/31/17,175632,Fellowship,Robert Muscarella;,Muscarella Robert
1401316,"USA-Uzbekistan Conference on Analysis and Mathematical Physics, May 20-23, 2014.",2/1/14,1/31/15,49955,Standard Grant,Zair Ibragimov;,California State University-Fullerton Foundation
1401319,"Rational points on homogeneous spaces, quadractic forms and Brauer groups",6/1/14,5/31/17,164090,Continuing grant,Parimala Raman;,Emory University
1401326,Reconciling divergent histories of Eastern Pacific climate with new coral data from Galapagos (Ecuador),5/1/14,4/30/17,429995,Standard Grant,Julia Cole;,University of Arizona
1401332,NSF Postdoctoral Fellowship in Biology FY 2014,1/1/15,12/31/16,138000,Fellowship,Holly Moeller;,Moeller Holly V
1401341,"RAPID: Sovereignty, Rights, Justice and the Manus Island Detention Center, Papua New Guinea",2/15/14,7/31/15,25000,Standard Grant,J.C. Salyer;Paige West;,Barnard College
1401343,Collaborative Research: Nuclear Reaction and Structure Studies with Radioactive and Stable Beams,9/1/14,8/31/17,120000,Standard Grant,James Kolata;,University of Notre Dame
1401349,Ocean Acidification Category 2: Collaborative Research - Development of geochemical proxies to evaluate larval pH-exposure history,8/15/13,9/30/15,61026,Standard Grant,Achim Herrmann;,Louisiana State University & Agricultural and Mechanical College
1401350,Collaborative Research: Cyber-enabled Learning: Digital Natives in Integrated Scientific Inquiry Classrooms.,10/1/12,8/31/15,901103,Continuing grant,David Campbell;,University of Connecticut
1401357,NSF Postdoctoral Fellowship in Biology FY 2014,7/1/14,6/30/17,207000,Fellowship,Maria Vasquez;,Vasquez Maria C
1401362,Flow induced particle movement under smooth to rough boundary conditions: A force-time history formulation,7/15/13,7/31/16,258775,Standard Grant,Panos Diplas;,Lehigh University
